Species,Station,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger
African Wild Cat,NPR1,26-Oct-17,4:27:45,Dark,FALSE,Dark,TRUE,TRUE,8,FALSE
Antelope,NPR1,05-Nov-17,0:23:40,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE
Antelope,NPR1,07-Nov-17,1:31:38,Dark,FALSE,Dark,TRUE,TRUE,10,FALSE
Antelope,NPR1,12-Nov-17,4:41:23,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE
Antelope,NPR1,21-Nov-17,4:16:08,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE
Baboon,NPR1,31-Jul-17,16:22:32,Dark,FALSE,Shade,TRUE,TRUE,27,FALSE
Baboon,NPR1,18-Aug-17,10:27:48,Ok,FALSE,Sunny,TRUE,TRUE,15,FALSE
Baboon,NPR1,19-Sep-17,18:13:49,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR1,08-Oct-17,18:07:48,Ok,FALSE,Shade,TRUE,TRUE,13,FALSE
Baboon,NPR1,30-Oct-17,18:31:42,Ok,FALSE,Sunny,TRUE,TRUE,30,FALSE
Baboon,NPR1,30-Oct-17,19:33:31,Dark,FALSE,Dark,TRUE,TRUE,28,FALSE
Baboon,NPR1,31-Oct-17,6:02:35,Ok,FALSE,Shade,TRUE,TRUE,25,FALSE
Baboon,NPR1,16-Nov-17,18:33:37,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR1,19-Nov-17,18:10:09,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Bird,NPR1,28-Oct-17,12:51:20,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Bird,NPR1,28-Oct-17,14:01:20,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Bird,NPR1,07-Nov-17,10:47:14,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Caracal,NPR1,20-Aug-17,16:41:20,Dark,FALSE,Shade,TRUE,TRUE,26,FALSE
Eland,NPR1,20-Jul-17,6:31:27,Dark,FALSE,Dark,TRUE,TRUE,5,FALSE
Eland,NPR1,23-Aug-17,18:33:53,Dark,FALSE,Dark,TRUE,TRUE,13,FALSE
Jackal,NPR1,28-Jun-17,19:25:13,Dark,FALSE,Dark,TRUE,TRUE,5,FALSE
Jackal,NPR1,15-Jul-17,19:55:02,Dark,FALSE,Dark,TRUE,TRUE,10,FALSE
Jackal,NPR1,16-Jul-17,7:50:03,Ok,FALSE,Shade,TRUE,TRUE,3,FALSE
Jackal,NPR1,17-Jul-17,8:12:32,Ok,FALSE,Shade,TRUE,TRUE,3,FALSE
Jackal,NPR1,27-Jul-17,4:28:59,Dark,FALSE,Shade,TRUE,TRUE,1,FALSE
Jackal,NPR1,04-Aug-17,7:48:18,Ok,FALSE,Shade,TRUE,TRUE,6,FALSE
Jackal,NPR1,16-Aug-17,8:32:46,Ok,FALSE,Shade,TRUE,TRUE,7,FALSE
Jackal,NPR1,27-Aug-17,17:22:32,Ok,FALSE,Shade,TRUE,TRUE,17,FALSE
Jackal,NPR1,31-Aug-17,7:52:13,Ok,FALSE,Shade,TRUE,TRUE,17,FALSE
Jackal,NPR1,01-Sep-17,23:13:17,Dark,FALSE,Dark,TRUE,TRUE,7,FALSE
Jackal,NPR1,03-Sep-17,9:19:54,Ok,FALSE,Sunny,TRUE,TRUE,15,FALSE
Jackal,NPR1,07-Sep-17,7:27:30,Ok,FALSE,Shade,TRUE,TRUE,10,FALSE
Jackal,NPR1,15-Oct-17,6:16:05,Ok,FALSE,Shade,TRUE,TRUE,11,FALSE
Jackal,NPR1,02-Nov-17,6:34:24,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Klipspringer,NPR1,23-Jul-17,7:59:16,Ok,FALSE,Shade,TRUE,TRUE,0,FALSE
Klipspringer,NPR1,03-Oct-17,11:23:03,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Klipspringer,NPR1,04-Oct-17,5:59:21,Dark,FALSE,Dark,TRUE,TRUE,12,FALSE
Klipspringer,NPR1,16-Nov-17,15:28:42,Ok,FALSE,Sunny,TRUE,TRUE,23,FALSE
Kudu,NPR1,19-Nov-17,19:25:26,Ok,FALSE,Shade,TRUE,TRUE,26,FALSE
Porcupine,NPR1,10-Jul-17,20:26:00,Dark,FALSE,Dark,TRUE,TRUE,5,FALSE
Porcupine,NPR1,10-Sep-17,23:52:48,Dark,FALSE,Dark,TRUE,TRUE,12,FALSE
Steenbok,NPR1,28-Oct-17,21:52:25,Dark,FALSE,Dark,TRUE,TRUE,16,FALSE
