Species,Station,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger
Baboon,NPR1,18-Dec-17,17:28:19,Ok,FALSE,Shade,TRUE,TRUE,21,FALSE
Baboon,NPR1,19-Dec-17,11:13:30,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Baboon,NPR1,19-Dec-17,12:51:58,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR1,19-Dec-17,15:20:21,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Baboon,NPR1,20-Dec-17,16:02:38,Ok,FALSE,Sunny,TRUE,TRUE,42,FALSE
Baboon,NPR1,21-Dec-17,18:27:20,Ok,FALSE,Sunny,TRUE,TRUE,27,FALSE
Baboon,NPR1,08-Jan-18,15:35:49,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR1,10-Jan-18,13:53:38,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR1,13-Feb-18,17:09:55,Dark,FALSE,Shade,TRUE,TRUE,38,FALSE
Baboon,NPR1,15-Feb-18,18:41:15,Ok,FALSE,Shade,TRUE,TRUE,25,FALSE
Baboon,NPR1,20-Feb-18,16:57:38,Dark,FALSE,Shade,TRUE,TRUE,36,FALSE
Baboon,NPR1,22-Feb-18,16:05:05,Ok,FALSE,Sunny,TRUE,TRUE,41,FALSE
Baboon,NPR1,04-Mar-18,6:49:17,Ok,FALSE,Shade,TRUE,TRUE,12,FALSE
Baboon,NPR1,05-Mar-18,10:07:21,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Baboon,NPR1,08-Mar-18,7:31:24,Ok,FALSE,Shade,TRUE,TRUE,15,FALSE
Baboon,NPR1,09-Mar-18,15:35:13,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Baboon,NPR1,09-Mar-18,19:00:28,Dark,FALSE,Dark,TRUE,TRUE,22,FALSE
Baboon,NPR1,10-Mar-18,7:05:12,Ok,FALSE,Shade,TRUE,TRUE,15,FALSE
Baboon,NPR1,10-Mar-18,14:39:35,Ok,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR1,10-Mar-18,15:44:05,Ok,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR1,12-Mar-18,7:08:58,Ok,FALSE,Shade,TRUE,TRUE,12,FALSE
Baboon,NPR1,13-Mar-18,15:02:14,Ok,FALSE,Shade,TRUE,TRUE,36,FALSE
Baboon,NPR1,13-Mar-18,16:05:59,Dark,FALSE,Shade,TRUE,TRUE,38,FALSE
Baboon,NPR1,13-Mar-18,18:09:48,Ok,FALSE,Shade,TRUE,TRUE,27,FALSE
Baboon,NPR1,14-Mar-18,16:35:55,Ok,FALSE,Shade,TRUE,TRUE,30,FALSE
Baboon,NPR1,17-Mar-18,13:06:23,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR1,23-Mar-18,17:50:35,Ok,FALSE,Shade,TRUE,TRUE,31,FALSE
Baboon,NPR1,28-Mar-18,17:24:01,Ok,FALSE,Shade,TRUE,TRUE,31,FALSE
